store_page_domain,bounce_rate,total_single_page_viewers,total_visits
bernardsville.colormemine.com,1.0,1,1
cathedralbaits.co.uk,1.0,1,1
fetchdog.com?utm_source=rss&utm_medium=tag,1.0,1,1
womenoffaith.com,1.0,1,1
hugcards.com.au,1.0,1,1
myadea.com,1.0,1,1
prometric.com,1.0,3,3
astalavista.com,1.0,2,2
delphiglass.com?utm_source=rss&utm_medium=tag,1.0,1,1
directwristbands.com,1.0,1,1
aliibeachrentals.com,1.0,2,2
1st-class-wedding-invitations.com,1.0,1,1
netunos.com.br,1.0,1,1
4over4.com,1.0,3,3
imagemedia.com,1.0,1,1
nbcsearch.com,1.0,1,1
libri.de,1.0,1,1
thepopcornfactory.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
millionbuy.com,1.0,2,2
unbounce.com,1.0,1,1
acwholesalers.com,1.0,1,1
oldspice.com,1.0,1,1
thumpertalk.com,1.0,3,3
miodestino.co.uk,1.0,1,1
soccer.com?utm_source=email&utm_medium=alert,1.0,1,1
purchasetix.com?utm_source=rss&utm_medium=merchant,1.0,1,1
odnoklassniki.ru,1.0,1,1
idealhealth.com,0.0,0,2
greenhatkiteboarding.com,1.0,1,1
purebeauty.com,1.0,1,1
simply.com,1.0,1,1
djdeals.com,1.0,1,1
opgi.com,1.0,1,1
aeropastle.com,1.0,3,3
indigotrends.com,1.0,1,1
instinct-samsung.com,1.0,1,1
now.montred.com,1.0,1,1
auth.http://www.im.tv/blog/3420879,1.0,1,1
yvessaintlaurent.com,1.0,2,2
xfactorservers.com,1.0,2,2
ecklers.com,1.0,1,1
discoverytsx.com,1.0,1,1
myshape.com,1.0,1,1
charlotterusse.com?fb_xd_fragment,1.0,1,1
weathertech.com?utm_source=rss&utm_medium=merchant,1.0,1,1
knowledgeadventure.com,1.0,2,2
animalrescuesite.com&sa=U&ei=WdkJTb2HH4HIrQfSzJjWDg&ved=0CEoQFjAR&usg=AFQjCNH1rF_378t-vpoWy37xdAaqkVhZpA,1.0,1,1
compactappliance.com?utm_source=rss&utm_medium=merchant,1.0,1,1
stickyjewelry.com?utm_source=rss&utm_medium=merchant,1.0,1,1
marinelock.com,1.0,1,1
1800contacts.com,0.7333333333333333,22,30
embassysuites.com?utm_source=rss&utm_medium=tag,1.0,1,1
disneyworld.disney.buyyoutubefriends.com,1.0,1,1
gomongo.com,1.0,1,1
northcedar.com,1.0,1,1
slapongear.com,1.0,1,1
rogueamoeba.com,1.0,1,1
theoriginaltour.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mcdonalds.com.my,1.0,1,1
annaslinens.com,1.0,5,5
lifewaystores.com,0.3333333333333333,1,3
burberry.com?utm_source=rss&utm_medium=tag,1.0,1,1
kingfisherflyshop.com,1.0,1,1
kobobooks.com,1.0,10,10
gamestop.com?fb_xd_fragment,0.0,0,3
smallbusiness.dell.com,1.0,1,1
shopmoderne.com,1.0,2,2
fashstyle.com,1.0,1,1
myaccount.http://monik.su/,1.0,1,1
sanfrancisco.giants.mlb.com,1.0,4,4
ihop.com?utm_source%3Drss%26utm_medium%3Dtag,1.0,1,1
johnmaxwell.com,1.0,1,1
rnrmarathon.com,1.0,2,2
ixwebhosting.com,1.0,1,1
propanetaxi.com?utm_source=rss&utm_medium=tag,1.0,1,1
franklinmint.com,1.0,1,1
shoezoo.com,1.0,2,2
webjet.com.au,1.0,1,1
espnshop.com,1.0,3,3
pharmacy2u.co.uk,0.0,0,3
jcarolinecreative.com,1.0,1,1
stratospherehotel.com?utm_source=rss&utm_medium=tag,1.0,1,1
thebrightspot.com,1.0,1,1
wholesale-dress.net,1.0,1,1
cloops.com,1.0,1,1
fourcolorpublishing.com,1.0,1,1
zalando.fr,1.0,1,1
babydepot.com,1.0,7,7
scrapbooksetc.com,1.0,1,1
mexicanvanilla.com,1.0,1,1
orbitbaby.com,1.0,1,1
kandgcycles.com,1.0,1,1
corel.com?utm_source=rss&utm_medium=merchant,1.0,1,1
directfix.com,1.0,2,2
victoriassecret.com?utm_source=newsletter&utm_medium=2011_09_20&utm_campaign=2a,1.0,1,1
bankofwow.com,1.0,2,2
petco.c,1.0,2,2
nomastarjetas.com,1.0,1,1
kicksexpress.com,1.0,1,1
jerichospa.com,1.0,1,1
crocodilecreek.com,1.0,1,1
top-dessousshop.de,1.0,1,1
seidio.com,1.0,4,4
coastalbusiness.com,1.0,2,2
coupons.target.com,1.0,1,1
norelcomvp.com,1.0,1,1
colorincprolab.com,1.0,1,1
jewelry-creation.net,1.0,1,1
ridetheunicycle.com,1.0,1,1
123ponds.com,1.0,2,2
gourmetsettings.com,1.0,2,2
holotropicherbs.com,1.0,1,1
ogplanet.com?utm_source=rss&utm_medium=tag,1.0,1,1
queensboro.com,1.0,1,1
finestationery.com,1.0,1,1
airtran.com,0.9047619047619048,38,42
nationalbuildersupply.com,1.0,3,3
smoke51.com,0.6666666666666666,4,6
flymode.com,1.0,1,1
warehouse.davematthewsband.com,1.0,1,1
alldatadiy.com,1.0,2,2
littlewoods.com?utm_source=widget&utm_medium=apple,1.0,1,1
kakyco.com,1.0,2,2
store.calvertschool.org?utm_source=rss&utm_medium=tag,1.0,1,1
weddingpaperdivas.com,1.0,6,6
gameagent.com,1.0,1,1
goldenstateclothingshop.com,1.0,1,1
canadianappliancesource.ca,1.0,1,1
tenpin.co.uk,1.0,1,1
reviews.www.youtube.com,1.0,1,1
jesssicalondon.com,1.0,1,1
petedge.com,1.0,11,11
codycummings.com,1.0,1,1
sanuksoftware.com,1.0,1,1
completeskincare.net,1.0,2,2
steepplanet.com,1.0,2,2
cutco.com,1.0,1,1
grandmascookies.com,1.0,1,1
amazingclubs.com,1.0,3,3
totaltraining.com,1.0,1,1
naturisimo.com,1.0,1,1
rchover.com,1.0,1,1
ups.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
chilis.com,0.9210526315789473,35,38
amwayglobal.com?utm_source=rss&utm_medium=merchant,1.0,1,1
scrubshopper.com,1.0,2,2
radioflyer.com?utm_source=rss&utm_medium=merchant,1.0,1,1
netgrocer.com,1.0,1,1
internationaljock.com,1.0,2,2
coolstuffinc.com,1.0,1,1
couponcollie.com,1.0,1,1
shoprite.com?utm_source=rss&utm_medium=merchant,1.0,1,1
batesfootwear.com,1.0,1,1
hankypanky.com,0.5,2,4
llantz.avonrepresentative.com,1.0,1,1
boydsgunstocks.com,1.0,1,1
sinusfresh.com,1.0,1,1
watchstation.com,1.0,1,1
hotilids.com,1.0,1,1
forevertrendy.com,1.0,1,1
southwestvacations.com,0.1111111111111111,1,9
advanceautoparts.com,0.9344262295081968,57,61
theler.net,1.0,1,1
zumfoot.us,1.0,1,1
canvaspeople.com,0.0,0,4
storefront.bookexchangewv.com,1.0,1,1
pearsonvue.com?utm_source=rss&utm_medium=tag,1.0,1,1
corelle.com?utm_source=rss&utm_medium=tag,1.0,1,1
rentalcarmomma.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
emporium.olympus.com,1.0,1,1
thebigzoo.com,1.0,2,2
ekeylessremotes.com,1.0,1,1
saltworks.us,1.0,3,3
partypail.com,1.0,7,7
resumewriters.com,1.0,1,1
radiocity.com,1.0,5,5
simplydresses.com?utm_source=rss&utm_medium=tag,1.0,1,1
iamshamn.com,1.0,1,1
benmeadows.com,1.0,1,1
ezticket.flaquarium.org,1.0,1,1
healthandyoga.com,1.0,2,2
barbie.everythinggirl.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
step2.com,1.0,3,3
alssports.com?utm_source=rss&utm_medium=tag,1.0,1,1
worshiphousemedia.com,1.0,1,1
luckyhorseindustries.com,1.0,1,1
graduationsource.com,1.0,1,1
endofthepipe.co.uk,1.0,1,1
fyygame.com,1.0,2,2
veroskyphoto.com,1.0,1,1
store.oldspice.com,1.0,1,1
ufc.com?utm_source=rss&utm_medium=merchant,1.0,1,1
onewaystreet.com,1.0,1,1
intervideo.com?utm_source=rss&utm_medium=merchant,1.0,1,1
tacobell.com,1.0,7,7
goaliemonkey.com?utm_source=rss&utm_medium=tag,1.0,1,1
myincipio.com,1.0,1,1
mommygear.com,1.0,2,2
wyndhamrewards.com,1.0,3,3
craghoppers.com,1.0,5,5
atlanticcigar.com,1.0,1,1
maryhardingjewelry.com,1.0,1,1
dove.us,1.0,2,2
swansonvitamins.com,0.9565217391304348,44,46
hipundies.com,1.0,1,1
favorfavor.com,1.0,6,6
calacademy.org,1.0,3,3
havaianas.com,1.0,2,2
acronyms.surpriselandscape.com,1.0,1,1
posterhero.com,1.0,1,1
royalcaribbean.com?utm_source=rss&utm_medium=merchant,1.0,1,1
eg.com,1.0,1,1
smartyhost.com.au,1.0,1,1
footsmart.com,1.0,15,15
ussearch.com,1.0,1,1
barnesandnoble.com?rkg_id=c-288679343_h-cc26dc91198749b0147fb19d66b8dd8b_t-1316652539&creative=12882344014&gclid=CODevvbQr6sCFYdo5QodZEDlbg,1.0,1,1
shop.renovaonline.net,1.0,1,1
bigbrandwheels.com,1.0,2,2
airsoftatlanta.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
discovercard.com?utm_source=rss&utm_medium=merchant,1.0,1,1
actionsalvage.com,1.0,1,1
homedepot.ca,1.0,1,1
herbergers.com,1.0,3,3
all-battery.com,1.0,1,1
dancingdeer.com,1.0,1,1
completetax.com,1.0,1,1
rockstarenergyshop.com,1.0,2,2
justformenselect.com,1.0,1,1
anchorsfoodfinds.com,1.0,1,1
theshopinsidetheshoppe.com,1.0,1,1
tfhmagazine.com,1.0,2,2
dnlphoto.com,1.0,2,2
tvears.com,1.0,1,1
lullabuy.co.uk,1.0,1,1
theceshop.com,1.0,1,1
lowpriceskates.com,1.0,1,1
lavintage.com,1.0,4,4
noblehosting.co.uk,1.0,1,1
mygolfergifts.com,1.0,1,1
jewelry.hsn.com,1.0,2,2
brooklyn-shop.de,1.0,1,1
myus2.myus.com,1.0,1,1
cnet.com?utm_source=extension&utm_medium=firefox,1.0,2,2
nickisdiapers.com,1.0,2,2
danieldrygoods.com,1.0,2,2
addstudent.com,1.0,1,1
freewebstore.org,1.0,2,2
secure.ultracart.com,1.0,1,1
deezermedia.com,1.0,1,1
midtowncomics.com?utm_source=rss&utm_medium=merchant,1.0,1,1
headcoversonline.com,1.0,1,1
http://www.forum.guitaretoday.com/.ph,1.0,1,1
istorez.com,1.0,1,1
developer.http://monik.su/,1.0,1,1
latvfest.net?utm_source=rss&utm_medium=tag,1.0,1,1
tntbydesign.weebly.com,1.0,1,1
mozunkhost.com,1.0,1,1
barnesandnoble.com?utm_source=email&utm_medium=alert,0.5,2,4
pregame.com,1.0,1,1
hockeymonkey.affiliatetechnology.com,1.0,1,1
ecallchina.com,1.0,2,2
myknobs.com,1.0,3,3
lolli-reincarnation.com,1.0,1,1
ebay.ca?utm_source=rss&utm_medium=merchant,1.0,1,1
migravent.com,1.0,1,1
youts.de?utm_source=rss&utm_medium=tag,1.0,1,1
hardrockhotelsd.com,1.0,5,5
deuxlux.com,1.0,1,1
halloween-mall.com,1.0,2,2
eye-catching-beauty.net,1.0,1,1
mountsandmore.com,1.0,1,1
chwine.com,1.0,1,1
woodcraft.com,1.0,3,3
homeimprovementsuperstore.com,1.0,1,1
hellomerch.com,1.0,1,1
wholesalesuppliesplus.com,1.0,1,1
inweaevfabric.com,1.0,1,1
voipo.com?utm_source=rss&utm_medium=merchant,1.0,1,1
michiganwendys.com,1.0,1,1
personalizationmall.com,1.0,10,10
aamco.com?utm_source=rss&utm_medium=merchant,1.0,1,1
bestdressedchild.com,1.0,2,2
safeway.ca,1.0,4,4
homesteadhotels.com,1.0,1,1
fictionwise.com,1.0,4,4
goalkicksoccer.com,1.0,1,1
ltctyres.co.uk,1.0,1,1
plumdistrict.com,1.0,11,11
gonegreek.com,1.0,1,1
allods.gpotato.com,1.0,1,1
daisiecompany.com,1.0,1,1
uwbookstore.com?utm_source=rss&utm_medium=merchant,1.0,1,1
vineyardvines.com,1.0,11,11
boats.com,1.0,1,1
xoom.com,0.0,0,4
biggsandfeather.com,1.0,1,1
momtique.com,1.0,1,1
franklincovey.com,1.0,3,3
mackspw.com?utm_source=rss&utm_medium=tag,1.0,1,1
aspirace.com,1.0,2,2
qfok.com,1.0,1,1
epersonalized-gifts.com,1.0,1,1
spencersonlne.com,1.0,2,2
jamiwhitehead.isagenix.com,1.0,1,1
bluesquad.com,1.0,1,1
mytiffanylamp.com,1.0,1,1
naturalhealthyconcepts.com,1.0,3,3
hjclix.com,1.0,4,4
couturecandy.com,1.0,1,1
broderbund.com,1.0,1,1
latoriana.com.au,1.0,1,1
nobelcom.com,1.0,3,3
whitecastle.com,1.0,2,2
keaphoto.com,1.0,1,1
waldenu.edu,1.0,1,1
ctshirts.com,1.0,5,5
nanoblur.com,1.0,1,1
onlinekeystore.com,1.0,1,1
mindmotivations.com,1.0,2,2
quickbooks.com,1.0,1,1
purexsavesgreen.com,1.0,1,1
xsportsprotective.com,1.0,1,1
zara.com?utm_source=rss&utm_medium=tag,1.0,1,1
subwayfreshbuzz.com?utm_source=rss&utm_medium=tag,1.0,1,1
marymaxim.com?utm_source=rss&utm_medium=tag,1.0,1,1
starletsandharlets.com,1.0,1,1
pymag.phparch.com,1.0,2,2
bellagio.com,0.7777777777777778,14,18
omnihotels.com,1.0,4,4
freeone.net,1.0,1,1
budgetplaces.com,1.0,1,1
fragments.com,1.0,1,1
cheapschoolonline.com,1.0,1,1
theroosevelthotel.com,1.0,1,1
booqbags.com,1.0,2,2
rentalcars.com,1.0,1,1
garage.ca,1.0,2,2
tixspark.com,1.0,1,1
plaidonline.com,1.0,1,1
sportinglife.ca,1.0,1,1
tigerairways.com,1.0,1,1
scentsandfeel.com,1.0,1,1
shopnewbalance.com,1.0,10,10
hyatt.com,1.0,14,14
bluewatergrill.com,1.0,1,1
morethanalive.com,1.0,2,2
thepartsbin.com?utm_source=rss&utm_medium=tag,1.0,1,1
laptoplunches.com?utm_source=rss&utm_medium=merchant,1.0,1,1
synthesis-simulator.com,1.0,1,1
fortheloveofbeads.com,1.0,1,1
covenanthealthproducts.com,1.0,1,1
fullthrottlegs.com,1.0,1,1
desertsuntanning.com,1.0,1,1
dominos.com.my,1.0,1,1
blazingglass.com,1.0,4,4
shabhaye.http,1.0,1,1
giftdistrict.stores.yahoo.net,1.0,1,1
ziamond.com,1.0,2,2
fotolia.com,0.6,3,5
bookstore.wku.edu,1.0,1,1
flagsunlimited.com,1.0,1,1
ameda.com,1.0,1,1
boombah.com&nbsp;&,1.0,1,1
redvector.com,1.0,1,1
dailyvita.com,1.0,1,1
gopicnic.com,1.0,2,2
queens-diamond.jp,1.0,1,1
aycyas.com,1.0,1,1
pond5.com,1.0,2,2
lenox.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
www.pintwire.co.in%0D.ph,1.0,1,1
westmarine.com,1.0,1,1
hbbleads.com,1.0,1,1
littledaisyscrapbooking.com,1.0,1,1
airsoftatlanta.com?utm_source=rss&utm_medium=tag,1.0,1,1
revolutionlifestyle.com,1.0,1,1
desicardealer.com,1.0,1,1
cyclegear.com?utm_source=rss&utm_medium=merchant,1.0,1,1
babymumma.com.au,1.0,1,1
vdara.com,1.0,3,3
lifefuelsupplements.com,1.0,2,2
bagsbuy.com,1.0,1,1
mandmdirect.de,1.0,1,1
abbyglassenberg.com,1.0,1,1
gladditudes.com,1.0,1,1
center2online.com,1.0,1,1
justmixandbake.com,1.0,1,1
american.redcross.org?utm_source=rss&utm_medium=merchant,1.0,1,1
quicken.youtube.com,1.0,1,1
mackspw.com?utm_source=rss&utm_medium=merchant,1.0,1,1
dynomighty.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mattressinsider.com,1.0,1,1
autocheck.com,1.0,5,5
vivedecor.com,1.0,3,3
reverse-reverse.com,1.0,2,2
meadonline.com,1.0,1,1
esportsonline.com,0.3333333333333333,1,3
fourseasons.com?utm_source=rss&utm_medium=merchant,1.0,1,1
stickerplanet.com?fb_xd_fragment,1.0,1,1
nytimesathome.com,0.2,1,5
zazzle.com,1.0,39,39
stickermule.com,1.0,1,1
http://www.articlesbacklink.com/Art/430299/136/Applying-SEO-Effectively.html,1.0,1,1
kitchenstoreon10th.com,1.0,1,1
theawristocrat.com,1.0,1,1
tree2mydoor.com,1.0,1,1
homestarrunner.com,1.0,2,2
sx.http://www.amazon.com/dp/b005nwmho2,1.0,1,1
thriftycarrental.com,1.0,1,1
gamecoins.com,1.0,1,1
pizzahut.ca,1.0,10,10
mypartyshirt.com?utm_source=rss&utm_medium=merchant,1.0,1,1
tempurpedic.com,1.0,3,3
bavauto.com?utm_source=rss&utm_medium=merchant,1.0,1,1
catalog.tedthorsen.com,1.0,1,1
verabradley.com,0.24210526315789474,23,95
buytopdietpills.com,1.0,1,1
fasinfrankvintage.com,1.0,1,1
renee-sumner.fineartamerica.com,1.0,2,2
the-house.com,1.0,6,6
mycomputersleuth.com,1.0,1,1
novanaturaltoys.com,1.0,1,1
marimekkowashingtondc.com,1.0,1,1
tgifridays.com,0.8666666666666667,13,15
accorhotels.com?utm_source=rss&utm_medium=tag,1.0,1,1
cpncbn.com,1.0,2,2
costumealibi.com,1.0,2,2
rnrmarathon.com?utm_source=rss&utm_medium=tag,1.0,1,1
zoeandsprout.com,1.0,1,1
daskeyboard.com,1.0,1,1
kellyskids.com?utm_source=rss&utm_medium=merchant,1.0,1,1
phoenixlogin.com,1.0,1,1
budgettruck.com,1.0,29,29
tybinc.com,1.0,1,1
mybinding.com,1.0,1,1
wilsonsleather.com,1.0,6,6
midwestscholar.com,1.0,1,1
softwaremarket.http://monik.su/,1.0,1,1
myvu.com,1.0,1,1
hojo.com,1.0,4,4
wickercentral.com,1.0,2,2
doors4home.com,1.0,1,1
seaworldsandiego.com,0.6666666666666666,4,6
bns.com,1.0,2,2
stockbuggy.com,1.0,3,3
abc.http://insidecheater.com/demi-lovato-unbroken-deluxe-edition,1.0,1,1
golfland.com,1.0,1,1
urbanbaby.com.au,1.0,2,2
hotdogcollars.com?utm_source=rss&utm_medium=tag,1.0,1,1
stealthdatasolutions.com,1.0,1,1
mddhosting.com,1.0,1,1
centurynovelty.com,1.0,3,3
staple.com,1.0,1,1
homedepot.com?utm_source=newsletter&utm_medium=2011_09_20&utm_campaign=1#2839423,1.0,1,1
yorkphoto.com,1.0,3,3
nijacops.com,1.0,1,1
totalhealthvitamins.net?utm_source=rss&utm_medium=merchant,1.0,1,1
withings.com,1.0,2,2
kikiscloset.net,1.0,1,1
filson.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
corel.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
globalpitch.com,1.0,1,1
lillianpadilla.avonrepresentative.com,1.0,1,1
beyond-bedding.com,1.0,1,1
shopunitee.com,1.0,1,1
starcrest.com,1.0,2,2
outback.com,1.0,18,18
harney.com,1.0,3,3
scene.ca,1.0,2,2
lawdepot.com?utm_source=rss&utm_medium=tag,1.0,1,1
gorustys.com,1.0,1,1
wwbw.com,0.5,2,4
grfkdesign.com,1.0,1,1
neverenoughhandbags.com,1.0,1,1
midwestmiles.com,1.0,1,1
asseenontv.com,1.0,2,2
louisiana-website-design.com,1.0,1,1
my-no-no.com,1.0,2,2
trampolinepartsandsupply.com,0.0,0,2
astore.amazon.co.jp,1.0,1,1
earlyvegas.com,1.0,2,2
folica.com,0.75,6,8
1and1.com/1-1-Coupon-Codes-all-coupons-discounts-and-promo-codes-for-,1.0,1,1
rxzone.us,1.0,1,1
littlepamperedpets.com,1.0,1,1
sunglasshut.com,1.0,15,15
prettyskin4less.com,1.0,1,1
cyberpowersystems.com,1.0,1,1
elsewares.com,1.0,1,1
foreverdeal.com,1.0,1,1
fsckvps.com,1.0,1,1
biggsports.com,1.0,1,1
metrostyle.com?utm_source=rss&utm_medium=tag,1.0,1,1
downtoearthsports.com,1.0,1,1
batteriesplus.com,0.3333333333333333,3,9
batteryking.eu,1.0,1,1
gapcoupons.com,1.0,1,1
xterrawetsuits.com,1.0,1,1
clippervacations.com,1.0,1,1
phoenixzoo.com,1.0,1,1
scheelssports.com,1.0,2,2
minkydelight.com,1.0,1,1
sstack.com,1.0,4,4
lydiasuniforms.com,1.0,4,4
outlet.partishop.net,1.0,1,1
relaxtheback.com,0.5,2,4
hakin9.org,1.0,1,1
homeseer.com,1.0,1,1
us.longtallsally.com,1.0,1,1
watchismo.com?utm_source=rss&utm_medium=tag,1.0,1,1
benzonasos-yagotin.bamper.org.au,1.0,1,1
furniturebestprice.com,1.0,1,1
air-purifiers-america.com,1.0,1,1
buibase.com,1.0,1,1
drinkupforless.com,1.0,1,1
buildabearville.com,1.0,5,5
food2gode.com,1.0,1,1
desiwear.com,1.0,2,2
roadid.com,1.0,7,7
our365.com,1.0,5,5
lubengo.com,1.0,1,1
elsevierhealth.com?utm_source=rss&utm_medium=merchant,1.0,1,1
solidsignal.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
rockymountainchocolatefactory.com,1.0,1,1
cosmosveganshoppe.com,1.0,1,1
tfsupplements.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
zvox.com,1.0,2,2
rocawear.com,1.0,1,1
xegearz.com,1.0,1,1
jtsworld.com,1.0,1,1
ingdirect.com,1.0,3,3
denverpost.com,1.0,1,1
simplyplanters.com,1.0,1,1
maczone.com,1.0,1,1
riskytube.com?fb_xd_fragment,1.0,1,1
dealoz.com?utm_source=rss&utm_medium=tag,1.0,1,1
hildaruch.com,1.0,1,1
ebookers.ch,1.0,1,1
fancyflours.com,1.0,1,1
joannebassett.etsy.com,1.0,1,1
kandcompany.com,1.0,2,2
boundboxing.com,1.0,1,1
ghilliesandstuff.com,1.0,1,1
magickitchen.com,1.0,1,1
vitapal.com,1.0,1,1
artoffoxvox.com,1.0,1,1
pogo.com?utm_source=email&utm_medium=alert,1.0,1,1
vonmaur.com?utm_source=rss&utm_medium=tag,1.0,1,1
developer.www.frederickpctech.com,1.0,1,1
donatos.com,0.8947368421052632,17,19
toysrus.ca?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
123together.com,1.0,1,1
stellamccartney.com,1.0,2,2
thestampmaker.com,1.0,2,2
theswanx.com,1.0,1,1
juscuzz.com,1.0,1,1
northface-cheap.com,1.0,1,1
electronics-expo.com,1.0,8,8
bobux.com,1.0,1,1
findbeautysalons.com,1.0,1,1
homerunmonkey.com,1.0,1,1
lovemyshoes.com,1.0,2,2
choicehotels.ca,1.0,6,6
idsuperstore.com,1.0,1,1
hatland.com,1.0,2,2
dollarentacar.com,1.0,2,2
snapfitness.com,1.0,2,2
mobile.{website}?utm_source=rss&amp;utm_medium=tag,1.0,1,1
jbrandjeans.com,1.0,1,1
extremeslim.com,1.0,1,1
annamullin.com,1.0,1,1
powersellernyc.com,1.0,2,2
frontiersoups.com,1.0,2,2
biasco.com,1.0,1,1
monticellocatalog.org,1.0,1,1
camelbeach.com?utm_source=rss&utm_medium=tag,1.0,1,1
computerhead.biz,1.0,1,1
luchianos.com,1.0,2,2
cyclepartswarehouse.com,1.0,2,2
papajohns.co.uk,1.0,8,8
lensnow.com,1.0,1,1
kevhosting.com,1.0,1,1
newcigarhumidor.com,1.0,1,1
centreisland.ca,1.0,1,1
oakridgehobbies.com,1.0,1,1
activecampaign.com,1.0,1,1
mottleyscomedy.com,1.0,1,1
phoenixzoo.com?utm_source=rss&utm_medium=merchant,1.0,1,1
megaguia.com,1.0,1,1
tactical-store.com,0.6,3,5
ticketcity.com,1.0,5,5
myfreece.co,1.0,1,1
ikitchen.com,1.0,2,2
luxaddiction.com,1.0,3,3
christmastreeshops.com,1.0,3,3
tdjakes.org,1.0,2,2
hostevery.com,1.0,1,1
fredshomestore.com,1.0,2,2
bkeepsakes.com,1.0,2,2
bethelumc.org,1.0,1,1
digitalplayground.com?utm_source=rss&utm_medium=merchant,1.0,1,1
buckheadpubcrawl2011.eventbrite.com,1.0,1,1
pilotpen.us,1.0,2,2
homeeverything.com,1.0,1,1
capz.ca,1.0,1,1
thedealrack.com,1.0,1,1
trustware.com,1.0,1,1
csaa.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
beautipage.com,1.0,1,1
lanebyrant.com,1.0,1,1
bootcity.com,1.0,1,1
everythinq.com,1.0,1,1
culvers.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
queerhana.org,1.0,1,1
justforlegs.com,1.0,1,1
houlihans.com?utm_source%3Drss%26utm_medium%3Dtag,1.0,1,1
ice.com,0.0,0,2
ndsstrafficschool.com,1.0,1,1
am-hi-co.com,1.0,1,1
blushbeautystore.com?utm_source=rss&utm_medium=tag,1.0,1,1
reusablebags.com,1.0,1,1
fromscratchdesigns.com,1.0,1,1
teksupply.com,0.0,0,2
filson.com,1.0,2,2
123discountcoustoms.com,1.0,2,2
eastcoasttvs.com,1.0,1,1
texasroadhouse.com,1.0,8,8
PoolProducts.com,1.0,1,1
qtoner.us,1.0,1,1
vaniqua.com,1.0,1,1
nywatertaxi.com,1.0,1,1
e.g.meez,1.0,1,1
migenblog.com,1.0,1,1
23andme.com,1.0,8,8
fabulousstationary.com,1.0,1,1
quiznos.com,1.0,11,11
thecookiecuttershop.com,1.0,1,1
palaisroyal.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
baronbob.com,1.0,1,1
atlanticcity.net?utm_source=rss&utm_medium=merchant,1.0,1,1
telecharge.com,1.0,5,5
dzi.com,1.0,2,2
mowpart.com,1.0,1,1
bookingbuddy.com?utm_source=rss&utm_medium=tag,1.0,1,1
artvan.com,1.0,1,1
coffeewiz.com,1.0,5,5
moo.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
reviews.tradingreplica.com,1.0,1,1
redbus.in,1.0,1,1
nugonutrition.com,1.0,1,1
texrenfest.com,1.0,5,5
gerber.com,1.0,3,3
bombaycompany.com,1.0,1,1
diapers.com,0.8292682926829268,34,41
christmasplace.com,1.0,1,1
fairmont.com,1.0,5,5
myteespot.com,1.0,1,1
affiliates.tamilrockers.com,1.0,1,1
fatyourwallet.com,1.0,1,1
saltysupply.com,1.0,1,1
eddiebauer.com,1.0,28,28
myvue.com,1.0,1,1
koku.com,1.0,1,1
coffeewhiz.com?utm_source=newsletter&utm_medium=2009_01_04,1.0,1,1
jazzmama.com,1.0,1,1
gamestop.com?rkg_id=c-265860041_h-a0fa31ff28026c46b7a49f18137912f2_t-1300046607,1.0,1,1
img131.www.lv090.com,1.0,1,1
alawar.com,1.0,1,1
electriqueboutique.com,1.0,5,5
maurysmusic.com,1.0,1,1
la.6pm.com,1.0,1,1
kralenenkralen.nl,1.0,1,1
benbritten.com,1.0,1,1
dealfun.com,1.0,1,1
fodors.com,1.0,1,1
allvitaminsplus.com,1.0,3,3
ikechen.com,1.0,1,1
gotprint.net,1.0,3,3
daffys.com,1.0,1,1
tribalhollywood.com,1.0,2,2
energetixjewelry.com,1.0,2,2
myvoiceatbonton.com001504774628,1.0,1,1
carpartparadise.com,1.0,1,1
orangeandpear.com,1.0,1,1
finishline.com?fb_xd_fragment,1.0,1,1
toysonics.com,1.0,3,3
hotelcareerfair.com,1.0,1,1
