store_page_domain,bounce_rate,total_single_page_viewers,total_visits
midtowncomics.com?utm_source=rss&utm_medium=tag,1.0,1,1
dyndns.com?utm_source=newsletter&utm_medium=2009_04_26,1.0,1,1
clsi.org,1.0,1,1
pg.com?fb_xd_fragment#?=&cb=f98db5fe66501f&relation=parent&transport=fragment&frame=f3d48692c533b78,1.0,1,1
vapur.us,1.0,1,1
nuvalife.com,1.0,2,2
cvsdude.com,1.0,2,2
power-skin.com,1.0,2,2
om2.one.microsoft.com,1.0,1,1
chadwicks.com,1.0,13,13
isaybye.com,1.0,1,1
neocate.com,1.0,3,3
search2.opry.com,1.0,1,1
simplehuman.com?rkg_id=c-259633778_h-ddc75d64cf81a69590dd944d588200f1_t-1316650959&gclid=CI25-IXLr6sCFQZgTAodMGn-ew,0.0,0,2
buyyoutubefriends.com?utm_source=rss&utm_medium=tag,1.0,1,1
ecigexpress.com,1.0,1,1
johnnyrockets.com,1.0,1,1
play-asia.com,1.0,5,5
chalktalksports.com,1.0,2,2
cbazaar.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
tupperware.com?fb_xd_fragment,0.0,0,3
and1usa.com,1.0,1,1
shoptna.com,1.0,1,1
robynrhodes.com,1.0,1,1
worldship1.com,1.0,1,1
imaginesubs.co.uk,1.0,1,1
foodireland.com,1.0,1,1
playstation.com,1.0,2,2
violight.com,1.0,1,1
gomongo.com?utm_source%3Drss%26utm_medium%3Dtag,1.0,1,1
giantjewels.com,1.0,1,1
incensecafe.com,1.0,1,1
experian.com,1.0,3,3
skiphop.com?utm_source=rss&utm_medium=merchant,1.0,1,1
maxiethecatgiftshop.com,1.0,1,1
ardenb.com,1.0,6,6
www1.ca.dell.com,1.0,1,1
tripit.com,1.0,1,1
wingstop.com?fb_xd_fragment,0.0,0,2
dishpronto.com,1.0,2,2
efi.org,1.0,1,1
trendystars.com,1.0,1,1
icanseemypc.com,1.0,1,1
unique-vintage.com,1.0,4,4
adwords.google.com,1.0,1,1
puzzle-place.net,1.0,1,1
juicy-coutureoutlets.org,1.0,2,2
bodykits.com,1.0,3,3
steviva.com,1.0,1,1
ediblegiftsplus.com,1.0,1,1
acidmod.com,1.0,1,1
charliebrowns.com?utm_source=rss&utm_medium=merchant,1.0,1,1
totalbeauty.com,1.0,2,2
6058546supreme.spcdartboards.com,1.0,2,2
grapesandgoodies.com,1.0,1,1
rockstarmarketingbootcamp.com,1.0,1,1
globalairportparking.com,1.0,3,3
gunnaroptiks.com?utm_source=rss&utm_medium=merchant,1.0,1,1
a-frecords.com,1.0,2,2
developer.socialendorsements.com,1.0,1,1
madametussaudsdc.com,1.0,1,1
easternleaf.com,1.0,1,1
restorationharware.com,1.0,1,1
fulcrum-books.com,1.0,1,1
classicshapewear.com,1.0,1,1
buy.rugdoctor.com?utm_source=rss&utm_medium=tag,1.0,1,1
eclecticgrocer.com,1.0,1,1
customink.com,1.0,1,1
medicalartspress.com,1.0,1,1
solutions.3m.com?utm_source=rss&utm_medium=merchant,1.0,1,1
expressfashions.com,1.0,1,1
cocoatech.com,1.0,1,1
keurig.com,0.9428571428571428,66,70
mageleet.com,1.0,1,1
bagear.com.au,1.0,2,2
cheapsocialfans.com?utm_source=rss&utm_medium=tag,1.0,1,1
pizzahut.comsimilar,1.0,2,2
hidnation.com,0.5,2,4
lovescents.com,1.0,1,1
let-it-rain.com,1.0,1,1
wards.com?utm_source=rss&utm_medium=tag,1.0,1,1
boxoffice.wynnlasvegas.com,1.0,1,1
monarch-garments.com,1.0,1,1
h41105.www4.hp.com,1.0,1,1
enjoythecity.com,1.0,1,1
gotabuy.com,1.0,1,1
arabdesk.co.il,1.0,1,1
buddhistmala.com,1.0,1,1
photo.riteaid.com,1.0,2,2
bestphoenixflooring.com,1.0,1,1
oreck.com?utm_source=rss&utm_medium=merchant,1.0,1,1
weightwatchers.com?utm_source=newsletter&utm_medium=2011_09_20&utm_campaign=1,1.0,2,2
foodnetwork.com?utm_source=rss&utm_medium=tag,1.0,1,1
mymms.com,1.0,17,17
aristacomputers.com,1.0,1,1
earthlovershopping.com,1.0,1,1
juliasbrashop.com,1.0,1,1
us-mattress.com?utm_source=rss&utm_medium=tag,1.0,1,1
shop.organicindia.com,1.0,1,1
phionbalance.com,1.0,1,1
jphelan.mymarkstore.com,1.0,1,1
mujionline.co.uk,1.0,3,3
mico-mico.com,1.0,1,1
kcbidz.com,1.0,1,1
essentialnonessentials.com,1.0,1,1
camelsmokers.com,1.0,2,2
goldvipclub.com,1.0,1,1
asseenontv.com?pagewanted=all,1.0,1,1
karafun.com,1.0,1,1
bird-supplies.net,1.0,1,1
collegerings.herffjones.com,1.0,1,1
lala.com,1.0,1,1
millineryshop.net,1.0,1,1
birthcontrol.com,1.0,1,1
zorotools.com,1.0,1,1
onetruemedia.com,1.0,2,2
melcottons.com,1.0,1,1
logicbuy.com,1.0,1,1
pinkprincess.com,1.0,1,1
loyaltoyoursoil.bigcartel.com,1.0,1,1
blendedbeauty.com,1.0,1,1
evandesigns.com,1.0,1,1
flightcentre.ca,1.0,3,3
signaturehardware.com?utm_source=rss&utm_medium=merchant,1.0,1,1
beanbags.com,1.0,1,1
bodycandy.com,1.0,7,7
gradimages.com,1.0,1,1
aop.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
joshsfrogs.com,1.0,1,1
feetfirst.ca,1.0,1,1
sweetwater.com?utm_source=rss&utm_medium=tag,1.0,1,1
intawa.com,1.0,1,1
clinique.com?utm_source=newsletter&utm_medium=2011_08_16&utm_campaign=1,1.0,1,1
goodmantheatre.org?fb_xd_fragment,1.0,1,1
nonpareilboutique.com,0.5,2,4
heritagebooks.org,1.0,1,1
softclothbunz.com?utm_source=rss&utm_medium=merchant,1.0,1,1
chopontheblock.com,1.0,1,1
customcoiffer.com,1.0,2,2
hoststore.com,1.0,1,1
13deals.com,1.0,1,1
ilead.filmcaribe.com,1.0,1,1
testking.co.uk,1.0,2,2
dvdrental.com,1.0,1,1
moscowballet.com,1.0,1,1
abreva.com,1.0,2,2
cosmeticmall.com,1.0,1,1
madisonlosangeles.com?utm_source=rss&utm_medium=merchant,1.0,1,1
hcbl.dreamjunky.com,1.0,1,1
heirloomroses.com,1.0,1,1
mysticcolorlab.com,1.0,1,1
ccgarmory.com,1.0,2,2
bswusa.com,1.0,1,1
shortorder.com,1.0,2,2
divinecasuals.com,1.0,1,1
dune.co.uk,1.0,2,2
junkfoodclothing.com,1.0,1,1
baliblinds.com,1.0,2,2
reclinersplus.com,1.0,2,2
carsoup.com,1.0,3,3
jacobella.com,1.0,1,1
yvesrocherusa.com?utm_source=rss&utm_medium=tag,1.0,1,1
itunes.tradingreplica.com,1.0,1,1
windmillkids.com,1.0,1,1
tune-up.com,1.0,1,1
luckyvitamin.com,1.0,10,10
darmowe-filmy.net.pl,1.0,1,1
ap.com,1.0,1,1
frontpointsecurity.com,1.0,1,1
bouyguestelecom.fr,1.0,2,2
lastminute.travelocity.com,1.0,1,1
flirtyaprons.com,1.0,2,2
dummies.com,1.0,1,1
bookdepository.co.uk,1.0,4,4
savannahcraftbrewfest.com,1.0,1,1
emailserving.com,1.0,1,1
foxwoods.com,1.0,4,4
moltenhost.com,1.0,1,1
f.chtah.com,1.0,1,1
ohfive.com,1.0,1,1
homeandoffice.com,1.0,1,1
edaville.com,1.0,2,2
amwayglobal.com?utm_source=rss&utm_medium=tag,1.0,1,1
loveland365.com,0.0,0,2
lovelyweddingstore.com,0.0,0,3
img131.http://insidecheater.com/pitbull-planet-pit-deluxe-edition,1.0,1,1
5.11tactical.com?utm_source=rss&utm_medium=tag,1.0,1,1
cashle.com,1.0,2,2
psriviera.com,1.0,2,2
blogs.easycap.sk,1.0,1,1
csaa.com?utm_source=rss&utm_medium=tag,1.0,1,1
piratesdinneradventure.com?utm_source=rss&utm_medium=tag,1.0,1,1
tripres.com?utm_source=rss&utm_medium=merchant,1.0,1,1
uniformcorner.com,1.0,3,3
rushimprint.com,1.0,1,1
exclisivelyweddings.com,1.0,1,1
mingowireless.com,1.0,1,1
sendit.com,1.0,1,1
portpromotions.com,1.0,2,2
timberlandonline.co.uk,1.0,2,2
jamestowndistributors.com,1.0,1,1
applevacations.com,1.0,2,2
birchbox.com,1.0,8,8
activedogs.com,1.0,1,1
direct2drive.com,1.0,17,17
scrapbookpal.com,1.0,3,3
wc3banlist.de,1.0,1,1
roomstore.com,1.0,1,1
experian-cheetahmail.fr,1.0,1,1
hartandheim.com.au,1.0,1,1
jimmyjazz.com,0.6666666666666666,6,9
beatport.com,1.0,5,5
metrmostyle.com,1.0,1,1
popbuying.com,1.0,1,1
luckysupermarkets.com?utm_source=rss&utm_medium=merchant,1.0,1,1
iwanttobeamusicvideodirector.com,1.0,1,1
gleim.com,1.0,1,1
dreamdinners.com,1.0,1,1
powerkiteshop.com,1.0,2,2
guiadomarceneiro.com,1.0,1,1
fineprint.com,1.0,1,1
masoneasypay.com,1.0,2,2
evitaminstore.com,1.0,1,1
youngpersons-railcard.co.uk,1.0,1,1
infinities.co.uk,0.0,0,2
lindtusa.com,0.0,0,4
thredup.com,1.0,1,1
nobbiesparties.com,1.0,3,3
campusfood.com,1.0,25,25
wildtangent.com,1.0,1,1
ilearnmyway.com,0.0,0,2
finejewelers.com,1.0,1,1
fromnaturewithlove.com,1.0,1,1
sevenslings.com,1.0,1,1
highrisehq.com,1.0,2,2
papillon.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
shoptrailblazer.com,1.0,2,2
brooklynporkstore.com,1.0,1,1
imanbeauty.com,1.0,1,1
tallgirlshop.com,1.0,2,2
iboyds.net?utm_source=rss&utm_medium=merchant,1.0,1,1
cellularcountry.com,1.0,1,1
gallery84.com,1.0,1,1
directv.com,0.5,7,14
todaysconcept.com,1.0,3,3
reviews.www.youtube.com/watch?v=ieCZrkWTdb0,1.0,1,1
impulsegaming.net,1.0,3,3
naturesbabyproducts.com,1.0,2,2
magnums.net,1.0,2,2
gamedaytoss.com,1.0,1,1
popcap.com,1.0,2,2
gordonsjewelers.com,1.0,2,2
cramster.com,0.8333333333333334,10,12
easycap.sk.ph,1.0,1,1
qubits.com,1.0,1,1
fruits-passion.com,1.0,1,1
gotvape.com?utm_source=rss&utm_medium=tag,1.0,1,1
sztab.pl,0.0,0,3
offerfagazines.com,1.0,1,1
shoesgotsole.com,1.0,1,1
pingo.com,1.0,2,2
jrdeals.com,1.0,1,1
kohls.com,0.8284910965323337,884,1067
rentalcarmomma.com?utm_source=rss&utm_medium=merchant,1.0,1,1
katiehays.com,1.0,1,1
jcwhitney.rsys1.net,1.0,1,1
sanderscandy.com,1.0,1,1
kirtyblue.com,1.0,1,1
stars.nhl.com,1.0,1,1
bertolli.us?utm_source=rss&utm_medium=merchant,1.0,1,1
shopbyus.com,1.0,3,3
3mselect.co.uk,1.0,1,1
shop.portenzo.com,1.0,1,1
v8juice.com,1.0,2,2
supercircuits.com,1.0,1,1
vminnovations.com?utm_source=rss&utm_medium=merchant,1.0,1,1
viarail.ca,1.0,7,7
dollhousesgalore.com,1.0,1,1
wildwaves.com,1.0,1,1
littlekidsbedrooms.com,1.0,1,1
twopair.com,1.0,2,2
dsfirelink.com,1.0,1,1
strivectin.com,1.0,1,1
printscharmingphotography.com?_=1316651957820,1.0,1,1
autoanything.com,1.0,8,8
faucet.com?utm_source=rss&utm_medium=merchant,1.0,1,1
laylagrayce.com,1.0,1,1
sirbeauris.com,1.0,1,1
bestdealmagazine.com?utm_source=rss&utm_medium=merchant,1.0,1,1
de.flyff.gpotato.eu,1.0,1,1
hookahbreak.com,1.0,1,1
csunhockey.com,1.0,1,1
kayak.com?utm_source=rss&utm_medium=tag,1.0,1,1
destinationlighting.com,1.0,1,1
downyez.com,1.0,2,2
focalgadgets.com,1.0,2,2
nightingale.com,1.0,1,1
buytopia.ca,1.0,1,1
spinning.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mycokerewards.com,1.0,5,5
leanintree.com,1.0,1,1
customessaymeister.com,1.0,1,1
dominospizza.co.nz,1.0,8,8
boohoo.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
stratfordfestival.ca,1.0,1,1
clearlycontacts.co.nz,1.0,1,1
newkideo.com,1.0,1,1
naturalselectionbathandbody.com,1.0,1,1
eternalsnow.com,1.0,2,2
gizlen.net,1.0,1,1
thehotpinkdiva.com,1.0,1,1
buyonlinenow.com,1.0,1,1
hayneedle.com,1.0,17,17
ilovesamplesalesonline.com,1.0,1,1
jcwhintey.com,1.0,1,1
opry.com,1.0,2,2
bestdealmagazine.com,1.0,1,1
toronto.bluejays.mlb.com,1.0,1,1
gohastings.com,1.0,17,17
endicia.com?utm_source=rss&utm_medium=merchant,1.0,1,1
www23.netrition.com,1.0,1,1
bikersden.com,1.0,1,1
tickets.nationalrelief.com,1.0,1,1
bulborama.com,1.0,2,2
speckproducts.com,1.0,4,4
lifeguardpress.com?utm_source=rss&utm_medium=tag,1.0,1,1
lorisshoes.com?utm_source=rss&utm_medium=tag,1.0,1,1
sephora.com,0.9615384615384616,100,104
goneforarun.com,1.0,1,1
1800color.com,1.0,1,1
ramelectronics.net,1.0,2,2
dressgoddess.com,1.0,1,1
lezustore.com,1.0,1,1
kerdowney.com,1.0,1,1
disneyworld.disney.cheapsocialfans.com,1.0,1,1
frooglebuys.com,1.0,1,1
mylocker.net,1.0,2,2
mousesavers.com,1.0,1,1
slapwatch.com,1.0,1,1
ezibuy.com.au,1.0,2,2
ecoloblue.com,1.0,1,1
polkadotposies.com,1.0,1,1
ulta.om,1.0,1,1
poppyclementine.com,1.0,1,1
spalook.com,1.0,1,1
hardrockhotel.com,1.0,3,3
importers.com,1.0,2,2
deadgoodundies.com,1.0,2,2
nicolelaurenjewelry.com,1.0,1,1
pbteen.com,0.7777777777777778,14,18
ditverzinjeniet.nl,1.0,1,1
511tactical.com?utm_source=rss&utm_medium=tag,1.0,1,1
protechguard.com,1.0,1,1
driversedonline.com,1.0,2,2
posworld.com,1.0,1,1
pennandteller.com,1.0,2,2
bluebell.com,1.0,2,2
barbie.com?utm_source=rss&utm_medium=tag,1.0,1,1
meetup.com,1.0,1,1
zulily.com,1.0,37,37
sterlingleather.com,1.0,1,1
asda.com,1.0,1,1
officemax.com,1.0,26,26
staplescopyandprint.ca,1.0,2,2
checks-superstore.com,1.0,1,1
gbyguess.com,1.0,11,11
mylittlepumpkin.com,1.0,3,3
cheapcigarettes.com?utm_source=rss&utm_medium=tag,1.0,1,1
purexsavesgreen.com?utm_source=rss&utm_medium=merchant,1.0,1,1
yogadirect.com,1.0,1,1
webhostingpad.com?utm_source=rss&utm_medium=tag,1.0,1,1
soundware.co.uk?utm_source=rss&utm_medium=tag,1.0,1,1
apbclothing.com,1.0,1,1
vintagetub.com,1.0,1,1
greenpartygoods.com,1.0,1,1
secure.vitamix.com?utm_source=rss&utm_medium=merchant,1.0,1,1
storesupply.com,1.0,1,1
expedia.com.au,1.0,2,2
photos.walmart.com,1.0,6,6
orlandosaving.com,1.0,1,1
kap-test.com,1.0,1,1
polaroid.com,1.0,3,3
krakenhost.com.ar,1.0,1,1
music.ikeepbusy.com,1.0,1,1
eastbay.com?utm_source=newsletter&utm_medium=2011_03_25,1.0,1,1
championusa.com,0.5,2,4
shabhaye.nanaricattery.com,1.0,1,1
superiorcoin-op.com,1.0,1,1
hidetaka-kawakita.com,1.0,1,1
nuancestore.com?utm_source=rss&utm_medium=tag,1.0,1,1
zinio.com?utm_source=rss&utm_medium=merchant,1.0,1,1
1-800-balloons.com,1.0,2,2
rabbitair.com?utm_source=rss&utm_medium=tag,1.0,1,1
gear-up.com,1.0,1,1
shoptheshoebox.com,1.0,1,1
naturalbody.com,1.0,1,1
doodlebugandpeanutcreations.com,1.0,1,1
wyrd-consult.com,1.0,1,1
gonaturalbaby.com,1.0,1,1
proaudiosuperstore.com,1.0,2,2
jazminesallure.com,1.0,1,1
bloomcosmetics.com,1.0,1,1
fatzcafe.com?utm_source=rss&utm_medium=tag,1.0,1,1
zulily.com?utm_source=email&utm_medium=alert,1.0,1,1
fourpeasonline.com,1.0,1,1
yoneedjewelry.com,1.0,1,1
nationalexpress.com,1.0,1,1
mindwareonline.com,1.0,1,1
yestocarrots.com?utm_source=rss&utm_medium=tag,1.0,1,1
fungi.com,1.0,1,1
koobags.com,0.0,0,2
hungryhowies.com,1.0,5,5
dyedinvermont.com,1.0,1,1
seattlemet.com,1.0,1,1
marygreen.com,1.0,1,1
partnerprinting.com,1.0,2,2
highstrungbeads.com,1.0,1,1
monitority.com,1.0,1,1
goinginstyle.com,1.0,1,1
www3.letstalk.com,1.0,1,1
coastalcontacts.com,0.9,18,20
gear-zone.co.uk,1.0,1,1
yourdiscountbookstore.com,1.0,2,2
jinx.com,1.0,4,4
espn.graphics.tutpub.com,1.0,1,1
kingsmotorbikes.com,1.0,2,2
automotiveworkwear.com?utm_source=rss&utm_medium=merchant,1.0,1,1
toddygear.com,1.0,2,2
weddingchannel.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
mrfuton.com,1.0,1,1
supplementwarehouse.com,1.0,12,12
bondiband.com?utm_source=rss&utm_medium=merchant,1.0,1,1
softlayer.com,1.0,1,1
simplypendantlighting.com,1.0,2,2
littlepearl.com,1.0,1,1
holdall.co.uk,1.0,1,1
kirksfolly.com,1.0,2,2
lable360.com,1.0,1,1
aquaresorts.com,1.0,1,1
caldrea.com,1.0,2,2
hermanstreet.com,1.0,2,2
voyages-scnf.com,1.0,2,2
allinclusiveoutlet.com,1.0,2,2
markshale.com,1.0,1,1
asiabeast.com,1.0,1,1
bisselldirect.co.uk,1.0,1,1
brainpop.com?utm_source=rss&utm_medium=tag,1.0,1,1
wholesalecoffe.net,1.0,1,1
ecozenboutique.com,1.0,1,1
gomedia.us,1.0,3,3
earthturns.com,1.0,1,1
acornonline.com,1.0,2,2
2bigfeet.com,1.0,1,1
11x17.com,1.0,1,1
discoverycove.com,1.0,7,7
gardener.com,1.0,1,1
duluthtrading.compromo,1.0,1,1
hcgbottle.com,1.0,1,1
half-pipe.co.uk,1.0,1,1
whereismybook.com,1.0,2,2
urthchild.com,1.0,1,1
alssports.com?utm_source=rss&utm_medium=merchant,1.0,1,1
franzrott.com.br,1.0,1,1
wordlmarket.com,1.0,1,1
ewayfurniture.com,1.0,1,1
customframesolutions.com,1.0,1,1
purecostumes.com,1.0,5,5
blogs.partishop.net,1.0,1,1
theartisticreation.com,1.0,1,1
zone.msn.com,1.0,1,1
mimiscafe.com,1.0,2,2
linneyshvede.com,1.0,1,1
designerathletic.com,1.0,1,1
lababycouture.com,1.0,1,1
pamelatopping.com,1.0,1,1
aurora.com.mk,1.0,1,1
64.106.229.226,1.0,1,1
hipchicksboutique.com,1.0,1,1
vazzer.net,1.0,1,1
guestbookstore.com?utm_source=rss&utm_medium=tag,1.0,1,1
gettyimages.co.uk,1.0,1,1
newmoonstudio.etsy.com,1.0,1,1
exoware.net,1.0,1,1
getdigital.com.au,1.0,1,1
schoolbank.nl?utm_source=rss&utm_medium=merchant,1.0,1,1
tirerack.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
store.businessestore.com,1.0,1,1
hinujewelry.com,1.0,1,1
housemouseantics.com,1.0,1,1
uniquechecks.com,1.0,1,1
mark.girl,1.0,1,1
skindinavia.com,1.0,2,2
embracepetinsurance.com?utm_source=rss&utm_medium=merchant,1.0,1,1
partsmartparts.com,1.0,1,1
foreverybody.com,1.0,1,1
techdepot.com,1.0,2,2
rwknudsenfamily.com,1.0,1,1
dentakit.com,1.0,1,1
hotcoupon4u.com,1.0,1,1
quicken.youtube.com/watch?v=kvm1dlv-flk,1.0,1,1
royalcaribbean.com,1.0,3,3
plumprettysugar.com,1.0,1,1
atbatt.com,1.0,2,2
duluthpack.com,0.3333333333333333,1,3
e-renter.com,1.0,1,1
adt.com,1.0,2,2
flightnetwork.com,1.0,1,1
charmingchick.com,1.0,1,1
talentzoo.com,0.0,0,2
onnit.com,0.75,6,8
arvixe.com?utm_source=rss&utm_medium=tag,1.0,1,1
nonickel.com,1.0,1,1
reviews.www.ti-ss.com,1.0,1,1
coldstonecreamery.com,1.0,10,10
generationwonder.com,1.0,1,1
pacparts.com,1.0,3,3
rumorvegas.com,1.0,1,1
beautyboutique.com,1.0,1,1
runerich.com,1.0,1,1
indianhaircompany.com,1.0,1,1
greatvape.com,1.0,1,1
limanoticketing.com,1.0,1,1
builtinvacuum.com,1.0,1,1
fortuneweddingfavors.com,1.0,1,1
cellularfactory.com?utm_source=rss&utm_medium=merchant,1.0,1,1
hemp-sisters.com,1.0,1,1
intimateappeal.com?utm_source=rss&utm_medium=merchant,1.0,1,1
beyondbikes.com,1.0,1,1
store.houstontexans.com,1.0,1,1
genericpills4less.com,1.0,1,1
fragrancedirect.com,1.0,1,1
qdoba.com,1.0,12,12
easyclosets.com?utm_source=rss&utm_medium=tag,1.0,1,1
beautyandhair.com,1.0,1,1
ezprints.com,1.0,1,1
expedia.com.au?utm_source=rss&utm_medium=merchant,1.0,1,1
extraspace.com?utm_source=rss&utm_medium=tag,1.0,1,1
hythane.com,1.0,1,1
aerotechdesigns.com?utm_source=rss&utm_medium=merchant,1.0,1,1
levenger.com,1.0,8,8
developer.http://neillaneengagementrings.info,1.0,1,1
jenifersdesignercloset.com,1.0,1,1
davidz.com,1.0,1,1
grabaperch.com,1.0,2,2
iolo.com?utm_source=rss&utm_medium=tag,1.0,1,1
whitecastle.com?utm_source=rss&utm_medium=tag,1.0,1,1
dropbox.com?utm_source=rss&utm_medium=merchant,1.0,1,1
myweddingstore.com,1.0,1,1
littlemissmatched.co.uk,1.0,1,1
vasesource.com,1.0,1,1
ottawa.bidrun.ca,1.0,1,1
dotcells.com,1.0,1,1
jessieboutique.com,1.0,2,2
shoe-store.net?utm_source=rss&utm_medium=tag,1.0,1,1
pvh.com,1.0,1,1
bluebeeprinting.com,1.0,1,1
hableconstruction.com,1.0,1,1
elevatestyles.com,1.0,4,4
azaleasf.com,1.0,2,2
shop.wgbh.org,1.0,1,1
reallyfreegames.co.nr,1.0,1,1
fleecefootwear.com,1.0,1,1
seavenger.com,1.0,1,1
virtualcd.de,1.0,2,2
maryastor.com,1.0,1,1
janenorman.co.uk,1.0,2,2
parkridefly.com,1.0,1,1
aafes.com?utm_source=email&utm_medium=alert,1.0,1,1
japanesesword.net,1.0,1,1
americanenergysystems.com,1.0,1,1
tickets.http://www.forum.guitaretoday.com/,1.0,1,1
bootbarn.com,1.0,4,4
worldofwineevents.com,1.0,1,1
google-analytics.com/ga.js,1.0,1,1
naturemill.com,1.0,1,1
hiwired.com,1.0,1,1
gottoys.biz,1.0,1,1
evertythingtrini.com,1.0,2,2
hungbythread.com.au,1.0,1,1
mommysox.com,1.0,1,1
http://neillaneengagementrings.info,1.0,1,1
7-eleven.com,1.0,1,1
gaypornaccess.com,1.0,1,1
mmogaccounts.com,1.0,1,1
bluewrist.com,1.0,1,1
itzeo.com,1.0,1,1
luckybrand.com,0.8571428571428571,12,14
lufthansa.com?utm_source=rss&utm_medium=tag,1.0,1,1
costumesupercenter.com,1.0,3,3
lalanatural.com,1.0,1,1
laredoute.at,1.0,1,1
rikshawdesign.com,1.0,1,1
travelrepublic.co.uk,1.0,1,1
extendedstayamerica.com,1.0,4,4
giftship.com,1.0,1,1
neatco.com?utm_source=rss&utm_medium=tag,1.0,1,1
medgestore.com,1.0,1,1
khukrimuseum.com,1.0,1,1
hometownbuffet.com,1.0,1,1
littlefornow.com,1.0,1,1
luaupartyplace.com,1.0,1,1
pollotropical.com,1.0,1,1
asianimportstore.com,1.0,1,1
atmel.com,1.0,2,2
pantone.com,1.0,2,2
greatskate.com,1.0,3,3
reallygoodstuff.com,1.0,14,14
rackspace.com?utm_source=rss&utm_medium=merchant,1.0,1,1
icetemplates.com,1.0,1,1
happyfamilyshop.com,1.0,1,1
lolapopboutique.com,1.0,1,1
dealextreme.com,1.0,17,17
innovatiegroep.nl,1.0,1,1
itubexxx.com,1.0,2,2
edreams.com,1.0,1,1
misamu.com,1.0,1,1
overstock.com,0.3087557603686636,67,217
foodoodler.com,1.0,2,2
payless.com,0.9047619047619048,19,21
herbaldiscountshop.com,1.0,1,1
mypapershop.com,1.0,2,2
winit.intouchweekly.com,1.0,1,1
sonicdrivein.com,1.0,12,12
islandwaterpark.com?utm_source=rss&utm_medium=merchant,1.0,1,1
spitoskylo.gr,1.0,1,1
homedepot.com?utm_source=newsletter&utm_medium=2011_09_20&utm_campaign=2a#2839423,1.0,1,1
uciphipsi.com,1.0,1,1
inmcrystal.com,1.0,2,2
surfacemag.com,1.0,1,1
cases.com,1.0,1,1
positivepromotions.com,1.0,1,1
factorybunkbeds.com,1.0,1,1
premiumpostcard.com,1.0,1,1
kinglinen.com,1.0,2,2
claflinequip.com,1.0,1,1
replaceyourcell.com,1.0,1,1
aeriebyamericaneagle.com?utm_source=rss&utm_medium=tag,1.0,1,1
usairwaysvacations.com,1.0,3,3
patriots.com,1.0,2,2
eversave.com,1.0,1,1
madbrothers.com,1.0,2,2
bedandbath.com,1.0,1,1
stumpsprom.com,1.0,2,2
skinstore.com,0.52,13,25
hadleyhost.com,1.0,1,1
coloradopen.com,1.0,1,1
pawtasticpet.com,1.0,2,2
nia24.com,1.0,2,2
soccercorner.com?pagewanted=all,1.0,1,1
jacobsultd.com,1.0,1,1
funnyties.com,1.0,1,1
wagonworld.com,1.0,1,1
developer.partishop.net,1.0,1,1
alphasoftware.com,1.0,1,1
tangeroutlet.com?utm_source=rss&utm_medium=merchant,1.0,1,1
designerpapers.com,1.0,2,2
rochesterbigandtall.com?utm_source=rss&utm_medium=tag,1.0,1,1
hbr.org,1.0,2,2
obeyclothing.com?utm_source=rss&utm_medium=merchant,1.0,1,1
just-eat.ca,1.0,11,11
bernat.com,1.0,2,2
worldlacrosseshop.com,1.0,1,1
herbologybeauty.com,1.0,1,1
instantcert.com?fb_xd_fragment,1.0,1,1
atwestend.com,1.0,2,2
booksonboard.com,1.0,2,2
bostontheatrescene.com,1.0,2,2
emitations.com,1.0,1,1
lifestylehome.co.uk,1.0,1,1
modernbeats.com,1.0,1,1
thecompanystore.com,1.0,31,31
ww30.1800baskets.com,1.0,1,1
fastfloor.com,1.0,1,1
ngs.org,1.0,1,1
hermitshut.com,1.0,1,1
lookthemup.co.uk,1.0,1,1
shopatshark.com,1.0,1,1
seattleweekly.com,1.0,1,1
wallwords.com,1.0,1,1
astotel.com,1.0,1,1
acerentacar.com,1.0,1,1
modmama.com,1.0,1,1
hopscotchtasting.com,1.0,2,2
fromyourflowers.com,1.0,1,1
eurochild.com,1.0,1,1
lunacraft.com,1.0,1,1
battlefield.play4free.com,1.0,1,1
everlastwomens.com,1.0,1,1
shiana.com,1.0,1,1
thebudostore.com,1.0,1,1
partypalooza.com,1.0,2,2
mftstamps.com,1.0,2,2
cutleryshoppe.com,1.0,1,1
espn.http,1.0,1,1
rugstudio.com,1.0,1,1
nationwidedish.com,1.0,1,1
deltahotels.com,1.0,3,3
simplywhispers.com,1.0,1,1
skincareheaven.com,1.0,1,1
gibbs-smith.com,1.0,1,1
yoplait.com,1.0,1,1
harmonfacevalues.com,1.0,1,1
manhuntpromonet.com,1.0,1,1
advantagehobby.com,1.0,1,1
flyff.gpotato.com,1.0,1,1
izbori.ba,1.0,1,1
baby-wise.com?utm_source=rss&utm_medium=tag,1.0,1,1
maelindesigns.com,1.0,1,1
armynavy.com,1.0,2,2
glenivy.com,1.0,2,2
